longitude|latitude|start_date|end_date|source|horizon_lower|horizon_upper|aluminium_extractable|boron_extractable|calcium_extractable|carbon_organic|carbon_total|copper_extractable|electrical_conductivity|iron_extractable|magnesium_extractable|manganese_extractable|nitrogen_total|ph|phosphorus_extractable|potassium_extractable|sodium_extractable|sulphur_extractable|zinc_extractable
35.39761|-8.4124|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|960.868||1142.999|18.64|19.06|3.218||102.564|354.38|212.312|1.5|5.614||598.726|||
35.45832|-8.41237|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|975.84||884.144|16.04|14.06|2.551||104.764|160.097|124.222|1.14|6.093||337.865|||
34.99867|-8.40872|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1292.525||138.861|7.8|7.79|1.616||64.219|86.489|46.133|0.35|5.525||72.359|||
34.99781|-8.40827|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1106.562||561.562|14.04|11.56|1.478||60.8|93.228|90.406|0.8|5.821||124.481|||
35.40462|-8.40812|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1015.736||590.239|10.0|9.12|1.248||78.756|105.139|105.062|0.59|5.902||99.418|||
35.00182|-8.40742|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1399.992||58.705|12.16|11.33|1.161||78.877|87.85|42.25|0.62|5.152||99.841|||
35.46845|-8.40663|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1250.776||315.724|6.68|8.13|0.255||108.545|51.329|41.963|0.53|5.011||145.786|||
34.93485|-8.40562|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1271.226||99.349|6.33|6.4|1.718||47.011|90.14|34.855|0.32|5.491||72.125|||
35.46276|-8.40552|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1071.817||593.765|10.04|8.38|1.801||73.36|87.341|98.068|0.58|5.941||106.048|||
35.46195|-8.40474|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1110.741||584.083|14.29|10.99|1.931||92.961|76.452|67.833|0.79|5.837||79.894|||
35.39562|-8.40438|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1273.678||173.198|14.35|14.7|0.877||63.984|108.345|101.864|1.05|5.422||86.265|||
34.93753|-8.40294|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|999.659||594.617|11.31|9.77|1.736||67.72|213.705|99.843|0.68|5.969||268.535|||
34.93395|-8.40287|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1210.458||402.213|8.87|8.11|0.703||52.7|113.52|110.993|0.56|5.413||184.301|||
35.40277|-8.40267|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1158.848||426.468|11.03|11.27|1.458||71.967|94.073|66.521|0.73|5.542||85.326|||
34.94841|-8.40033|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1107.157||574.594|8.4|8.86|1.233||60.23|87.089|89.014|0.57|6.036||112.797|||
35.44342|-8.39855|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|947.139||818.027|13.35|12.33|2.523||86.662|131.854|101.347|0.83|5.948||122.748|||
34.94286|-8.39844|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1260.755||104.273|6.81|7.06|1.171||59.173|86.332|38.863|0.46|5.458||73.496|||
35.44761|-8.39829|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1027.593||690.889|14.8|12.75|2.055||127.789|160.512|134.833|1.06|5.871||275.448|||
34.94291|-8.39759|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1219.686||125.432|7.68|7.52|1.583||48.82|103.45|36.477|0.37|5.549||61.797|||
34.97751|-8.39688|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1042.676||571.986|10.39|9.84|2.366||64.013|140.779|84.824|0.79|6.085||134.323|||
35.44416|-8.39583|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1341.588||742.092|31.08|31.05|1.681||85.003|159.429|71.761|2.28|5.722||190.58|||
35.39726|-8.39502|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1135.719||706.33|25.08|21.84|1.639||76.338|189.076|51.712|1.31|5.866||201.099|||
34.97834|-8.39501|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1274.095||179.597|9.34|9.92|0.422||51.902|103.212|46.396|0.54|5.481||90.698|||
35.39725|-8.39493|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1332.071||190.583|14.88|14.0|1.349||75.771|95.987|89.826|0.85|5.298||104.395|||
35.40304|-8.39271|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1272.013||96.755|12.22|12.7|1.358||74.507|78.701|87.328|0.78|5.327||77.232|||
35.40151|-8.39225|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1024.824||829.691|22.62|21.62|1.448||81.29|106.72|85.701|1.35|5.943||105.854|||
34.98555|-8.39156|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1284.136||360.837|9.49|9.64|1.58||52.332|95.248|35.793|0.57|5.483||87.206|||
34.98459|-8.3906|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1004.341||630.536|11.44|10.8|2.209||70.336|218.772|109.977|0.92|5.71||196.671|||
34.93268|-8.38574|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|952.657||867.374|13.6|13.0|3.293||80.67|182.101|148.144|1.01|5.921||190.295|||
34.93167|-8.38285|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1074.918||260.177|5.54|4.34|0.489||78.648|148.673|112.058|0.3|5.336||129.87|||
35.39794|-8.38127|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1237.288||2137.243|35.26|35.37|2.159||88.116|291.495|143.761|2.75|6.218||869.225|||
35.38304|-8.38106|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1129.229||751.748|18.48|16.31|1.647||56.887|165.728|96.357|1.04|6.279||133.604|||
35.37919|-8.3789|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1228.324||345.868|23.63|23.02|1.745||59.516|127.247|70.191|1.7|5.553||125.093|||
34.953|-8.37868|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|741.209||476.439|6.69|6.29|0.948||104.272|121.49|144.729|0.5|5.607||180.823|||
35.38209|-8.37759|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1096.172||617.9|14.7|12.7|1.008||63.416|90.293|81.144|0.96|5.551||141.341|||
34.98166|-8.37632|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|854.227||823.692|13.69|14.89|2.303||105.296|208.244|189.118|0.99|6.102||242.284|||
35.39833|-8.37554|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1070.406||562.584|14.52|11.4|0.988||67.223|120.576|71.931|0.82|5.867||116.789|||
34.95236|-8.37504|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|768.498||940.753|9.53|9.24|1.615||100.456|163.748|163.337|0.78|6.507||260.988|||
34.95241|-8.37502|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|833.119||467.906|10.5|13.74|1.567||117.553|193.752|150.157|0.83|5.876||215.021|||
34.94874|-8.37497|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|875.068||855.969|8.28|8.2|1.715||73.627|177.109|115.119|0.67|6.239||222.982|||
35.40275|-8.37483|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1192.535||152.442|10.83|11.61|1.326||56.709|82.416|78.377|0.73|5.414||92.133|||
35.40357|-8.37384|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1104.705||532.967|11.88|11.66|1.607||73.725|88.213|72.221|0.75|5.704||135.907|||
35.44169|-8.37154|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|843.163||671.223|8.7|8.32|2.783||95.425|185.444|166.876|0.73|5.663||198.442|||
34.94864|-8.37139|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|759.192||781.815|8.72|8.63|1.138||81.316|206.164|134.317|0.66|6.398||282.989|||
35.45844|-8.36989|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1319.678||780.903|28.74|27.61|1.061||64.944|184.685|51.7|1.9|5.677||93.931|||
35.45735|-8.36834|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1374.208||108.226|13.71|13.25|1.453||61.767|58.92|36.151|0.79|5.291||79.884|||
35.453|-8.36667|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1081.78||624.583|11.29|12.24|2.807||77.125|153.302|97.413|0.74|5.78||199.533|||
35.40382|-8.36205|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1312.776||466.732|18.44|19.48|1.283||70.175|91.39|100.609|1.29|5.487||100.855|||
35.40776|-8.3609|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1463.995||296.952|25.75|24.61|2.081||70.444|185.046|96.531|1.65|5.272||201.689|||
35.46163|-8.35972|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1115.722||856.141|16.54|15.46|1.609||83.234|115.872|89.044|1.07|5.992||191.23|||
35.45966|-8.35794|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1105.521||510.424|12.61|11.92|1.073||76.527|119.502|85.242|0.75|6.032||121.319|||
36.12169|-8.35639|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1560.092||1726.259|32.3|30.85|3.902||124.082|421.25|56.116|2.05|5.166||227.464|||
35.55899|-8.35475|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1276.309||244.4|11.66|10.77|2.225||86.86|82.3|58.462|0.69|5.333||234.788|||
35.56569|-8.35336|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1024.05||696.854|11.44|11.32|2.501||96.282|162.015|104.237|0.85|5.883||217.766|||
36.12003|-8.35168|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1612.082||672.845|45.3|46.49|2.98||152.415|245.513|47.189|3.13|5.025||413.324|||
36.11722|-8.35157|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1145.417||1931.853|28.2|31.95|3.356||120.054|603.772|120.293|2.29|6.164||450.659|||
36.14853|-8.35154|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1703.095||1014.65|28.21|29.4|1.769||150.886|343.077|14.098|2.2|4.96||174.401|||
35.55978|-8.35011|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1133.545||554.917|8.78|8.65|1.238||76.925|108.22|104.945|0.53|5.679||161.638|||
36.16049|-8.34967|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1394.564||1399.116|38.69|40.2|3.145||172.252|513.286|35.517|3.18|4.86||561.216|||
35.56029|-8.34902|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|985.695||718.241|11.91|10.98|2.255||97.614|108.705|123.053|0.72|5.742||200.509|||
36.1814|-8.34839|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1527.876||2021.818|20.8|21.34|3.533||167.203|438.774|72.459|1.59|5.21||231.3|||
36.16496|-8.3474|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1742.48||1108.247|28.16|32.03|2.301||167.536|201.313|28.704|2.33|4.736||244.199|||
36.18227|-8.34718|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1608.567||2249.227|21.18|23.66|3.965||161.961|431.526|76.303|1.67|5.503||278.613|||
35.58772|-8.34622|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1123.473||884.238|19.37|17.61|3.16||113.532|155.209|92.251|1.29|5.804||239.695|||
36.16315|-8.34594|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|2053.626||995.993|43.78|49.92|3.048||134.316|543.483|39.18|3.47|4.543||281.246|||
36.18566|-8.34575|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1621.928||453.796|19.26|20.53|1.407||129.22|304.606|28.297|1.41|4.876||100.832|||
36.14675|-8.34543|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|2053.303||1104.337|36.79|41.46|2.293||137.831|389.93|58.142|3.03|4.962||188.846|||
36.14537|-8.34528|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1483.604||1578.325|33.27|37.09|3.359||156.568|395.428|75.253|2.58|5.617||319.074|||
36.18548|-8.34507|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1314.878||814.283|18.73|21.45|1.932||149.917|239.527|63.958|1.43|5.131||216.148|||
35.59431|-8.34471|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1397.415||750.899|36.94|35.16|2.962||177.858|334.12|84.173|2.68|4.964||312.094|||
35.59085|-8.34302|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1313.977||260.259|12.9|13.24|2.688||94.026|87.119|60.602|0.83|5.114||94.302|||
36.17901|-8.34033|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1297.775||864.819|19.19|18.74|1.391||123.654|232.433|27.774|1.26|5.283||89.763|||
35.63679|-8.33519|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1287.984||418.637|10.65|8.66|0.443||85.455|36.949|70.59|0.5|5.468||99.878|||
36.13888|-8.33361|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1598.141||2156.881|23.2|26.58|4.155||152.369|435.986|143.39|1.71|5.579||275.216|||
35.63321|-8.33246|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1167.199||355.513|18.16|18.39|0.43||189.355|129.124|46.746|1.21|4.98||130.543|||
35.6354|-8.33236|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|786.426||452.961|17.37|18.28|1.858||120.717|159.138|120.044|1.31|5.785||258.975|||
36.13363|-8.33195|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1184.168||646.812|14.19|16.38|2.543||201.811|234.107|99.657|1.0|5.426||132.318|||
35.63778|-8.33138|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|977.681||306.781|9.87|8.52|1.127||99.984|96.331|111.744|0.66|6.212||140.224|||
36.16093|-8.33115|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1477.075||1538.968|36.69|37.24|3.31||200.698|260.742|63.584|3.41|4.995||459.392|||
36.13901|-8.32919|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|898.142||1200.541|18.05|16.41|1.632||197.94|279.386|98.203|1.26|5.719||118.461|||
35.60837|-8.3287|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1198.643||1148.668|26.8|30.23|2.524||110.989|266.744|179.524|1.93|5.915||411.776|||
36.13427|-8.32818|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|874.57||420.022|12.09|13.45|1.414||125.045|192.668|106.142|0.88|5.799||180.289|||
36.13465|-8.32812|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1055.933||1074.238|17.75|17.51|0.931||216.86|257.591|74.564|1.11|5.322||166.062|||
35.60912|-8.3277|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|868.355||759.406|14.23|15.72|2.501||108.413|175.842|154.916|1.05|5.968||280.035|||
35.56978|-8.3273|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1114.496||785.377|26.36|25.5|1.235||81.268|139.323|83.791|1.66|5.845||177.127|||
35.60941|-8.32661|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|949.369||693.595|11.65|8.61|1.545||129.519|119.642|108.784|0.7|6.073||184.272|||
35.56886|-8.32624|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1273.168||394.466|23.73|26.27|0.69||94.567|75.241|57.859|1.22|5.105||130.542|||
36.13365|-8.32561|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1206.458||1221.243|20.4|21.66|3.02||174.404|396.667|203.104|1.48|5.171||133.866|||
35.63515|-8.31988|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1326.639||367.145|12.78|12.25|1.84||85.089|121.11|63.881|0.78|5.629||97.828|||
35.63867|-8.31842|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1412.143||572.42|25.54|28.36|1.421||100.503|151.57|27.946|2.02|5.223||117.164|||
35.63443|-8.31794|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1371.347||254.117|19.08|18.97|1.614||192.316|140.154|38.695|1.43|4.837||161.334|||
35.58688|-8.31665|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1019.811||681.142|10.77|9.52|3.124||132.296|144.305|101.253|0.64|5.934||131.996|||
36.15126|-8.31586|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1065.421||1737.848|22.41|22.38|3.526||188.451|427.248|68.347|1.68|5.661||177.62|||
36.13269|-8.31472|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|873.226||900.134|19.1|20.57|2.991||153.545|289.292|161.246|1.47|6.03||216.845|||
36.13269|-8.31472|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|873.226||900.134|19.1|20.57|2.991||153.545|289.292|161.246|1.47|6.03||216.845|||
35.59246|-8.31427|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1207.474||391.933|13.22|12.2|1.971||126.56|104.356|92.88|0.91|5.57||96.205|||
36.15968|-8.31406|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1219.53||1116.167|15.69|16.96|3.202||112.01|366.874|145.642|1.33|5.692||195.845|||
36.12707|-8.31387|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1071.02||946.718|19.77|19.32|2.172||154.425|284.469|54.637|1.16|5.57||160.705|||
